sentence	sentence_id	locale	reason
مدل مو جدید شما عالی است.	830255a53ff034660a4b9766d94391862adbe147521dc13ce7a0da4c4fd7cb61	fa	grammar-or-spelling
هزینه مبر این نامه ها چقدر می شود؟	11379a1cc53c4d9adfc0486dfb092851be53bb32c8e3dcbdbfa5bba08fff604e	fa	grammar-or-spelling
چندتا شکر می خواهی؟	726b0b473e6183d602dad9b5461791663bb8969fe7f6a8bf24e60f63c7c9a3be	fa	?? ????? ?? ??? «???» ?? «???» ??????? ??????.
یا در این مسأله به من کمک خواهید کرد؟	7d39280d4180ebfbf470ea9f62e0010b0baae72e2f0f019e68c1f5206dd5e474	fa	grammar-or-spelling
فاصله چه مدت است؟	7fb38a1b8fdcaa1fec89d6f5a9ef87e66b091a28f8155eb91760cb0cf55367ea	fa	grammar-or-spelling
مترو تا چه موقع دیر کار می کند؟	5f7881f32f53a22d349fd1885d6bfc37aafbdd6f28436e3c7f029ee9622bd750	fa	grammar-or-spelling
آیای غذای کوشر ارائه می دهید؟	87599b9f7c6e4b94ed7f1f057a46dfde79b4a6008a73228354044372773d65e7	fa	grammar-or-spelling
آیا به تئاتر یا اپرا بیشتر علاقه دارید؟	84b891e09a9dfbe2dc531fc1467b50bf3c9310897c12e3f6fb9ea1ded6acb311	fa	grammar-or-spelling
فاصله چه مدت است؟	7fb38a1b8fdcaa1fec89d6f5a9ef87e66b091a28f8155eb91760cb0cf55367ea	fa	grammar-or-spelling
آیا به تئاتر یا اپرا بیشتر علاقه دارید؟	84b891e09a9dfbe2dc531fc1467b50bf3c9310897c12e3f6fb9ea1ded6acb311	fa	grammar-or-spelling
این ولین بار تو اینجا است؟	6183e4f198bea9738e300dd8126a1200417251d865dff3dc72adde98f4b71f3a	fa	grammar-or-spelling
چقدر زود قبل از زمان خروج باید برسیم؟	8b8c8a5a9b2464ffe7deed27e94bf4d947d275a2b78765620a5a32119d314c96	fa	grammar-or-spelling
من مشتاق هستم به امکان کارکردن با یکدیگر.	7e13d831dfa7e5f7819be1d24ba20f62aaf239ca13e17097e728ab15af6c8cf9	fa	grammar-or-spelling
مترو تا چه موقع دیر کار می کند؟	5f7881f32f53a22d349fd1885d6bfc37aafbdd6f28436e3c7f029ee9622bd750	fa	grammar-or-spelling
چندتا شکر می خواهی؟	726b0b473e6183d602dad9b5461791663bb8969fe7f6a8bf24e60f63c7c9a3be	fa	grammar-or-spelling
من تمام قلبم عاشق تو هستم.	79bd70ab8dd73ce57cc6f569261f4968c99af5d87b7d2ec55a3ba6061a373a52	fa	grammar-or-spelling
این ولین بار تو اینجا است؟	6183e4f198bea9738e300dd8126a1200417251d865dff3dc72adde98f4b71f3a	fa	grammar-or-spelling
مطمیئنم شما والدین فوق العاده ای خواهید بود.	9e8d2a0c6e98ec9814cb17249e5779f25c2f103624767f2d467b72ae275e0a16	fa	grammar-or-spelling
هزینه مبر این نامه ها چقدر می شود؟	11379a1cc53c4d9adfc0486dfb092851be53bb32c8e3dcbdbfa5bba08fff604e	fa	grammar-or-spelling
پجاه و چهار، پنجاه و پنج، پنجاه و شش.	bb035f2f3deaedea30d604a4af1eafc105a9a21127a21e7870232ca6c330d89d	fa	grammar-or-spelling
روزهای هفته چقدر دیر باز هستید؟	d07d487a1c3bf22530d8286a0a7da6d6b66cb48e6b29932a692734d488d1b02a	fa	grammar-or-spelling
اهل کدام قسمت کرواتی هستی؟	bcbb1567e3bc81f8df0fd4c42326d1ea7bd89b33ea0bb8fc8e2e4b211abac25c	fa	grammar-or-spelling
چه کسی در خدمت توپ است؟	c91be5ad7a4d44a8280a40880e497b415a9ba84eecb55a61b9c2eb32d4dec495	fa	????? ????? ???? ??????
بانک چقدر دیر باز است؟	ddc2ced86a44bc24f34ab25059cf9d289f1689fcfe52fef7b9f8a6d039d7a20b	fa	different-language
اهل کدام قسمت کرواتی هستی؟	bcbb1567e3bc81f8df0fd4c42326d1ea7bd89b33ea0bb8fc8e2e4b211abac25c	fa	grammar-or-spelling
هیچ اتاق ویژه ای برای افراد معلول داریدژ؟	f7831d90dcd8057c990f36a66c890d61ba59496a09a4622cee897efe8c35587e	fa	grammar-or-spelling
هزینه مبر این نامه ها چقدر می شود؟	11379a1cc53c4d9adfc0486dfb092851be53bb32c8e3dcbdbfa5bba08fff604e	fa	grammar-or-spelling
آیای غذای کوشر ارائه می دهید؟	87599b9f7c6e4b94ed7f1f057a46dfde79b4a6008a73228354044372773d65e7	fa	difficult-pronounce
ساعت ده ق.ظ. است.	2de760cabf735d1814b63b89941d2d50f42ab0111704bc54407a06a074d8fab4	fa	difficult-pronounce
هیچ اتاق ویژه ای برای افراد معلول داریدژ؟	f7831d90dcd8057c990f36a66c890d61ba59496a09a4622cee897efe8c35587e	fa	grammar-or-spelling
تهیه کنده این فیلم کیست؟	541f013f9c1bb7dd9a0bfd86d1d13ab4858912f264fe5628d2e687bf279b59c6	fa	grammar-or-spelling
او دوربین است.	3c126f32d5c9b2b00e350b0ca3c1739addd463995e21980561e3f9f77cea81f1	fa	grammar-or-spelling
او دوربین است.	3c126f32d5c9b2b00e350b0ca3c1739addd463995e21980561e3f9f77cea81f1	fa	grammar-or-spelling
هیچ اتاق ویژه ای برای افراد معلول داریدژ؟	f7831d90dcd8057c990f36a66c890d61ba59496a09a4622cee897efe8c35587e	fa	grammar-or-spelling
لطفاً برای من کم آب داغ بیاورید.	41fd671999ed7e3daa8e9f7f3c5d15bc62609694283a8c5726d930c1a6dc8205	fa	grammar-or-spelling
این ولین بار تو اینجا است؟	6183e4f198bea9738e300dd8126a1200417251d865dff3dc72adde98f4b71f3a	fa	grammar-or-spelling
اجازه قابل پرداخت ماهانه به صورت پیش.	4375b78a19a79bf87f8f467963f050d8620d96bcc857d5ec7d7351ca6ff95857	fa	grammar-or-spelling
هزینه مبر این نامه ها چقدر می شود؟	11379a1cc53c4d9adfc0486dfb092851be53bb32c8e3dcbdbfa5bba08fff604e	fa	grammar-or-spelling
پشت را مربع کنید، لطفا.	3149c4227d1797609f002786ff0f88234638ec80bb1b14a2b6e0404d90328b1c	fa	grammar-or-spelling
هیچ ظروف آشپزخانه وجود دارد؟	3fbd08ec1f397e2bbf5c36ea409827bba0ca7e39e626335f8f48c825a27f7958	fa	grammar-or-spelling
هیچ ظروف آشپزخانه وجود دارد؟	3fbd08ec1f397e2bbf5c36ea409827bba0ca7e39e626335f8f48c825a27f7958	fa	difficult-pronounce
آیا بچه ها تو با تو هستند؟	4fdfdfccd3131dd254a1f70dde1cf6dd76cd22e17b9a01e8772864c8c819cc8f	fa	grammar-or-spelling
رد و برق است.	431643e3b326c9b6bd858120b09134ca1c1e2add3dfa592bc71326cab1cad604	fa	grammar-or-spelling
بلیت دو طرفه درجه یک به کپنهاک چند است؟	6661925f08a49a725d08960cf8a11718d4707b02e7035859d687dead0e5a09c0	fa	grammar-or-spelling
آن تقریبا نزدیک است.	5a6bc9b1a13a98a2c1d9ca34b6bee044fb90cec01a6f55f171b052481250623a	fa	grammar-or-spelling
من سوپ مرغ خواهم خورد، لطفاً.	66f3cd428d822375fbdf020d24c75b878fd3a643da2d28a1b03bb59227c2d75c	fa	grammar-or-spelling
من یک تکه بار دستی دارم.	e84a3633b83085297f3ac916399e1f031ff28181ff78227675140fde669ac9e0	fa	grammar-or-spelling
کمی، لطفاً.	445adea3f9af42e03c3b5276bc66844ede46bbd93fd3432b50020e78ad958403	fa	grammar-or-spelling
می خواهم راننده دوم شامل کنم.	dae7b3a16bac8ef3d1e71216fb30b786a68a907e82dbd2aefd835b4cb896a835	fa	grammar-or-spelling
یک پاکت بسکویت، لطفا.	6fa93df93f110b83f4def2d90c2886710acd6dabe1a99d2dc06c758e8297800c	fa	grammar-or-spelling
ممکن است این را آدرس نیجریه بفرستيد؟	7d0ec65c4105e12270a3204636c37a7f12ac2258ca85c86c3646c94e650cd966	fa	grammar-or-spelling
آیا هیچ فروشنده وجود دارد که لیتوانی صحبت کند؟	40eba2f5c13a8a86543cdf3891c5fca077e60a97156aba8f4d2d6871fb1f3e03	fa	grammar-or-spelling
من مقداری بیکن می‌خواهتم.	2291bc06b2f4aedab40c514fa92a4cf2153338249a8faa979611c995271e9e6d	fa	grammar-or-spelling
اجازه قابل پرداخت ماهانه به صورت پیش.	4375b78a19a79bf87f8f467963f050d8620d96bcc857d5ec7d7351ca6ff95857	fa	grammar-or-spelling
کدام اسب در این مسابقه محبوب دارد؟	7985a8546c9ac6b186e6de0068e07be484e0023c7edde6b2e194a3af42ac7759	fa	grammar-or-spelling
اجازه قابل پرداخت ماهانه به صورت پیش.	4375b78a19a79bf87f8f467963f050d8620d96bcc857d5ec7d7351ca6ff95857	fa	grammar-or-spelling
ممکن است این را آدرس نیجریه بفرستيد؟	7d0ec65c4105e12270a3204636c37a7f12ac2258ca85c86c3646c94e650cd966	fa	grammar-or-spelling
آقایان، یک بازی گلف دوست دارید.	587ba5e2a0cf441511b6ba6f80990a08f60991fc06931fcb45ca79833f5ea33b	fa	grammar-or-spelling
تهیه کنده این فیلم کیست؟	541f013f9c1bb7dd9a0bfd86d1d13ab4858912f264fe5628d2e687bf279b59c6	fa	grammar-or-spelling
بیاید برویم داخل سالن استراحت.	6fc066c2aad35129b5aba33b1167429c410968452c1beee361a1f1c16ce3dfff	fa	grammar-or-spelling
نهار چی داریم؟	69792fc3be3a1f8edbc3bb90ae89f6010af0c948ae433d1992d1d7da0164fdb5	fa	grammar-or-spelling
مدل مو جدید شما عالی است.	830255a53ff034660a4b9766d94391862adbe147521dc13ce7a0da4c4fd7cb61	fa	grammar-or-spelling
آیا بچه ها تو با تو هستند؟	4fdfdfccd3131dd254a1f70dde1cf6dd76cd22e17b9a01e8772864c8c819cc8f	fa	grammar-or-spelling
دو پرکردن نیاز دارید.	2c17690a68f5376d05033353afcb69303fdbb28cb988b92d79b860a4a2e3a804	fa	grammar-or-spelling
من مقداری بیکن می‌خواهتم.	2291bc06b2f4aedab40c514fa92a4cf2153338249a8faa979611c995271e9e6d	fa	grammar-or-spelling
اخبار را برای من بفرستید، وقتی هیچ چیز بیشتری دانستید.	8bfab2ca0dc599fbf3d0c556ea4b4ba23ed2d1d2580172e3157dd74812c36261	fa	grammar-or-spelling
لطفاً یک روزنامه امهری به من بدهید.	55512cdf9fe48c16b0aca09b7c473c3d37b5ad93b244ddfe3ef8f78e8bfbbbbb	fa	grammar-or-spelling
نهار چی داریم؟	69792fc3be3a1f8edbc3bb90ae89f6010af0c948ae433d1992d1d7da0164fdb5	fa	grammar-or-spelling
من مقداری بیکن می‌خواهتم.	2291bc06b2f4aedab40c514fa92a4cf2153338249a8faa979611c995271e9e6d	fa	grammar-or-spelling
من هچ بچه ای ندارم.	7df8f049941f7fd833b8d7ad6af24388b98411f1df2b0a1f364f70fe3ea25a89	fa	grammar-or-spelling
بله، من یک نوزاد دارم دارم.	39cfac472873e7f44fd064c41bc515bda0f6a070d4c92ee52df7434512dcca20	fa	grammar-or-spelling
لطفاً یک روزنامه امهری به من بدهید.	55512cdf9fe48c16b0aca09b7c473c3d37b5ad93b244ddfe3ef8f78e8bfbbbbb	fa	grammar-or-spelling
من می خواهم یک کرونومتر ببینم.	99736efeb05963be1143fad6de46ffb862e50c5b002e2ae29465505d8368de06	fa	grammar-or-spelling
آیا هیچ بیماری های مزمن دارید؟	8f7ba825c5f3e1eae704fc0d177f1c83798f951672d2072a2088768589ad88d2	fa	grammar-or-spelling
این ولین بار تو اینجا است؟	6183e4f198bea9738e300dd8126a1200417251d865dff3dc72adde98f4b71f3a	fa	grammar-or-spelling
کدام اسب در این مسابقه محبوب دارد؟	7985a8546c9ac6b186e6de0068e07be484e0023c7edde6b2e194a3af42ac7759	fa	grammar-or-spelling
تسکینی است.	903e47df3060ed61737a5143309ebee51cb7cc11032465371f47d65c8fe46b8d	fa	grammar-or-spelling
زمان بسیار زیادی است از وقتی که ما تماس داشتیم.	8a0dd32e95444492eb0d7fcc00147b38275717f1dc0657086f01453a29bea74b	fa	grammar-or-spelling
آیا هیچ بیماری های مزمن دارید؟	8f7ba825c5f3e1eae704fc0d177f1c83798f951672d2072a2088768589ad88d2	fa	grammar-or-spelling
بله، من یک نوزاد دارم دارم.	39cfac472873e7f44fd064c41bc515bda0f6a070d4c92ee52df7434512dcca20	fa	grammar-or-spelling
می خواهم راننده دوم شامل کنم.	dae7b3a16bac8ef3d1e71216fb30b786a68a907e82dbd2aefd835b4cb896a835	fa	grammar-or-spelling
هنوز گوشی را نگذارید، لطفا.	7280faeb7f6af58632524ee537ed994102bebac0660218b009ffe513bc0f6b83	fa	grammar-or-spelling
من هچ بچه ای ندارم.	7df8f049941f7fd833b8d7ad6af24388b98411f1df2b0a1f364f70fe3ea25a89	fa	grammar-or-spelling
ممکن است این را آدرس نیجریه بفرستيد؟	7d0ec65c4105e12270a3204636c37a7f12ac2258ca85c86c3646c94e650cd966	fa	grammar-or-spelling
کدام اسب در این مسابقه محبوب دارد؟	7985a8546c9ac6b186e6de0068e07be484e0023c7edde6b2e194a3af42ac7759	fa	grammar-or-spelling
من فکر نمی کنم کوهنوردی لذت بخش است.	79d41c5acf99baae1c2eaddeaface65b3903e935fb163708e5b89a2c5c68a76c	fa	grammar-or-spelling
لطفاً برای من کم آب داغ بیاورید.	41fd671999ed7e3daa8e9f7f3c5d15bc62609694283a8c5726d930c1a6dc8205	fa	grammar-or-spelling
این ولین بار تو اینجا است؟	6183e4f198bea9738e300dd8126a1200417251d865dff3dc72adde98f4b71f3a	fa	grammar-or-spelling
مطمیئنم شما والدین فوق العاده ای خواهید بود.	9e8d2a0c6e98ec9814cb17249e5779f25c2f103624767f2d467b72ae275e0a16	fa	grammar-or-spelling
من فکر نمی کنم کوهنوردی لذت بخش است.	79d41c5acf99baae1c2eaddeaface65b3903e935fb163708e5b89a2c5c68a76c	fa	grammar-or-spelling
من گوشه آکسفورد استریت و تاتنهام کورت رود هستم.	b7172863fcb5183b0cf1c8529bc20243c1813133875ebf0994bfeefbdfdb44b4	fa	grammar-or-spelling
اخبار را برای من بفرستید، وقتی هیچ چیز بیشتری دانستید.	8bfab2ca0dc599fbf3d0c556ea4b4ba23ed2d1d2580172e3157dd74812c36261	fa	grammar-or-spelling
اخبار را برای من بفرستید، وقتی هیچ چیز بیشتری دانستید.	8bfab2ca0dc599fbf3d0c556ea4b4ba23ed2d1d2580172e3157dd74812c36261	fa	grammar-or-spelling
آخرین قطار با استانبول چه موقع است؟	aa6d2cc24ba1dfc6adcec7d90972bc44119a759db3fabcd4ff4820295076c736	fa	grammar-or-spelling
فیلم برنده جایزه در فستیوال کانس شد.	b87325a7808a20239309e8076bcd10d564ace65ba228c66e029e7ba5d96ad5a2	fa	grammar-or-spelling
این ولین بار تو اینجا است؟	6183e4f198bea9738e300dd8126a1200417251d865dff3dc72adde98f4b71f3a	fa	grammar-or-spelling
لطفاً برای من کم آب داغ بیاورید.	41fd671999ed7e3daa8e9f7f3c5d15bc62609694283a8c5726d930c1a6dc8205	fa	grammar-or-spelling
او کمی بسکویت جو می خواهد.	86bd320c6d62d6b193d98add8b8be1a76cd9220cad3277acd63f70409ee92664	fa	grammar-or-spelling
لطفاً برای من کم آب داغ بیاورید.	41fd671999ed7e3daa8e9f7f3c5d15bc62609694283a8c5726d930c1a6dc8205	fa	grammar-or-spelling
من هچ بچه ای ندارم.	7df8f049941f7fd833b8d7ad6af24388b98411f1df2b0a1f364f70fe3ea25a89	fa	grammar-or-spelling
لطفاً برای من کم آب داغ بیاورید.	41fd671999ed7e3daa8e9f7f3c5d15bc62609694283a8c5726d930c1a6dc8205	fa	grammar-or-spelling
محدود زمانی برای سخنرانی ها چیست؟	952f1ef688d31823af3e2977f7705b4f1bf1ae0e7b5e9c5180fcd19e2663302b	fa	grammar-or-spelling
امیدوارم اقامت لذت بخشی داشتید.	c362db523a38a1d0db1ce004b78077a14ad22f3c53e0987a650d36e35cd746d7	fa	grammar-or-spelling
خط هوایی من لوفتانزا است.	aef349c08a92f65d1287c5ba9304b106f131c94b74f39c98aaf73d6b1ae775a7	fa	difficult-pronounce
هزینه مبر این نامه ها چقدر می شود؟	11379a1cc53c4d9adfc0486dfb092851be53bb32c8e3dcbdbfa5bba08fff604e	fa	grammar-or-spelling
او برگ ها را انبوه پارو کرد.	1d5365d49047b9af7b6247235798d09298f1f9934df657e741b6bf45bcd8c7f5	fa	grammar-or-spelling
هیچ چیز دیگری؟	13f5b707c2bc8452029a2a605f0cc8ea56a7bba2b445f536451d55d2a4c0aca9	fa	grammar-or-spelling
هیچ اتاقی موجود دارید؟	017ba100cae48dd9c9ab96f93aa8c556d4477b453e838b71841907d3f28baf69	fa	grammar-or-spelling
چند قایق در این مسابقه قایق رانی شرکت دارد؟	272247a326a57866bb6e1dcfda68057a75dcb66f90d16c7d267a6830bc9047f6	fa	grammar-or-spelling
پارکینگ ممنوع	24a8c76f7c3154dea0452188fadd786f2d143bf3925e0daeeb566736ebfb7a59	fa	grammar-or-spelling
می خواهمم چند آنتی بیوتیک برایتان تجویز کنم.	0769c349caa864323de325b3c3cf4047ef727b7107f51801b23a3001ea5b997c	fa	grammar-or-spelling
او کمی بسکویت جو می خواهد.	86bd320c6d62d6b193d98add8b8be1a76cd9220cad3277acd63f70409ee92664	fa	grammar-or-spelling
بندر رودخانه کجا است؟	1ff2940938ea55107e81d604e61d943374010f0f337bd8bbfc464c769bec59d5	fa	grammar-or-spelling
من دنبال دستکش هایی می گردم.	04de0b2d5700e242931377adef12c114d9ab895ad138a2f39c4fbad25148487c	fa	grammar-or-spelling
پارکینگ ممنوع	24a8c76f7c3154dea0452188fadd786f2d143bf3925e0daeeb566736ebfb7a59	fa	grammar-or-spelling
هیچ اتاق ویژه ای برای افراد معلول داریدژ؟	f7831d90dcd8057c990f36a66c890d61ba59496a09a4622cee897efe8c35587e	fa	grammar-or-spelling
بیایید برای نوشیدن قوه استراحت کنیم.	27edd3b6183af1ac539c4338d2c7f363b297c1c07d6b80509001b5ab17237513	fa	grammar-or-spelling
امیدوارم اقامت لذت بخشی داشتید.	c362db523a38a1d0db1ce004b78077a14ad22f3c53e0987a650d36e35cd746d7	fa	grammar-or-spelling
اتوبوس بعدی برای فرودگاه چه ساعتی ترک می کند؟	3fea220ec1988d9dcf4057d5917d7def5e2a3cecb91edab67955e1f00a75735d	fa	different-language
من می خواهم یک مجموعه چمدانهای کارآمد ببینم.	61100b9463d7880c0e7d3696bb183d18635116f120ff7b0f7c0f642ea83293d7	fa	different-language
این خیابان فقط عابران پیاده است.	52837908978c394712519751e08eb9789a887a3aafa4d02907a19bbe1a40b6c4	fa	different-language
می خواهم برای این شغل درخواست کنم.	5f2c935350f5ba32b6ae1eab6be414e97ce9bf8d86c664cc123dd9dee5a3d05a	fa	different-language
من می خواهم یک مجموعه چمدانهای کارآمد ببینم.	61100b9463d7880c0e7d3696bb183d18635116f120ff7b0f7c0f642ea83293d7	fa	different-language
آیا بچه ها تو با تو هستند؟	4fdfdfccd3131dd254a1f70dde1cf6dd76cd22e17b9a01e8772864c8c819cc8f	fa	grammar-or-spelling
یک لوله خمیر دندان می خواهم.	319adb1908f4906c0e2ece28a8da4ae79dbf45df0d2bf454ef818b6233d7faa7	fa	different-language
اجازه قابل پرداخت ماهانه به صورت پیش.	4375b78a19a79bf87f8f467963f050d8620d96bcc857d5ec7d7351ca6ff95857	fa	grammar-or-spelling
ما دو مافین کرنبری می خوریم.	6ab20980bc16429337cb2039cc6034f32d4606f9490a4cc746b771991d6d8ace	fa	difficult-pronounce
دو پرکردن نیاز دارید.	2c17690a68f5376d05033353afcb69303fdbb28cb988b92d79b860a4a2e3a804	fa	grammar-or-spelling
او کمی بسکویت جو می خواهد.	86bd320c6d62d6b193d98add8b8be1a76cd9220cad3277acd63f70409ee92664	fa	grammar-or-spelling
امیدوارم هردو شما باهم بسیار خوشحال باشید.	8b354461e0aa6f3cf4c15a81119a7daf75b39c077e5681781499624a736c047e	fa	grammar-or-spelling
او افزودن عالی در برنامه شما خواهد بود.	68dd7670adc8458fc1b8234efac26d15d7f7e2e0bf2ae670f2b3cd2589c0bb4e	fa	grammar-or-spelling
امیدوارم اقامت لذت بخشی داشتید.	c362db523a38a1d0db1ce004b78077a14ad22f3c53e0987a650d36e35cd746d7	fa	grammar-or-spelling
پدر من کاری سبزیجات دوست دارد.	882acd13b5996dfcd16da66bb77e6858350049352346a2100446b28f944c056a	fa	grammar-or-spelling
امیدوارم هردو شما باهم بسیار خوشحال باشید.	8b354461e0aa6f3cf4c15a81119a7daf75b39c077e5681781499624a736c047e	fa	grammar-or-spelling
ورودیه چقدر است؟	7a953b8b1ffa735a925fc3048f951191848ec2de4cb59bcab0bb7ad955331c36	fa	grammar-or-spelling
من هچ بچه ای ندارم.	7df8f049941f7fd833b8d7ad6af24388b98411f1df2b0a1f364f70fe3ea25a89	fa	grammar-or-spelling
محدود زمانی برای سخنرانی ها چیست؟	952f1ef688d31823af3e2977f7705b4f1bf1ae0e7b5e9c5180fcd19e2663302b	fa	grammar-or-spelling
یک پاکت بسکویت، لطفا.	6fa93df93f110b83f4def2d90c2886710acd6dabe1a99d2dc06c758e8297800c	fa	grammar-or-spelling
محدود زمانی برای سخنرانی ها چیست؟	952f1ef688d31823af3e2977f7705b4f1bf1ae0e7b5e9c5180fcd19e2663302b	fa	grammar-or-spelling
مطمیئنم شما والدین فوق العاده ای خواهید بود.	9e8d2a0c6e98ec9814cb17249e5779f25c2f103624767f2d467b72ae275e0a16	fa	grammar-or-spelling
آخرین قطار با استانبول چه موقع است؟	aa6d2cc24ba1dfc6adcec7d90972bc44119a759db3fabcd4ff4820295076c736	fa	grammar-or-spelling
در سر راه به کار به رادیو گوش کردم.	9d4e0af06a70f68436159147d5e194cd1a5e8a34a7d177ee48a6dbf5f91c5176	fa	grammar-or-spelling
سلام. این الا است.	cabac4479508381709cf1045334b634c21fddb9e9d0ede30e5adea36cdef1f6b	fa	difficult-pronounce
می خواهم پول اعلام کنم.	d3a96451ed92175e194bbb63bb1db9896396b5ca97767446961d8f433194a741	fa	grammar-or-spelling
سر جفت دوم چراغ راهنمایی، بپیچید چپ.	ae9dc42bf0dc66e74dfdca181b83fdfb1f49345ccac6fd5503fdbd0a9a506084	fa	grammar-or-spelling
این عکس ها را بزرگ شده دوست دارم.	cd05ba70c75bb614aa3baddac6d5dc88f67f193abf441f774e8c517a6ad3ff4f	fa	grammar-or-spelling
دوست دارم صندلی روی عرشه رزرو کنم.	be5bf72097e1c34cb7a9eaa47118dcdf8396a497606887837c2cf5dea6b3e11c	fa	grammar-or-spelling
آیا هیچ بازی های آسان برای بچه ها دارید؟	dd092cedc2f2fbbef32fa160ae55ce0fe9b9741e1ca07c05d911f2463d058686	fa	grammar-or-spelling
برای فاصله چه نوشیدنی سفارش بدهیم؟	d41a60a714500f3d6feb7364741e4536915a8f4409863699d209d710e86f35ec	fa	grammar-or-spelling
سلام. این الا است.	cabac4479508381709cf1045334b634c21fddb9e9d0ede30e5adea36cdef1f6b	fa	difficult-pronounce
من هنوز پرداخت این ماه را دریافت نکرده ایم.	db3f63dcdf20d77201a5cf5a457c12167b96d4594c0558aef055f440597d3b49	fa	grammar-or-spelling
جایگاه یازده برای ده و بیست و دو دقیقه به وارسا.	b5cf7b731504b1c423be544a1b0fde34a8388f75094f98b9983808d3c12cea6d	fa	difficult-pronounce
فیلم برنده جایزه در فستیوال کانس شد.	b87325a7808a20239309e8076bcd10d564ace65ba228c66e029e7ba5d96ad5a2	fa	difficult-pronounce
آیا می توانم اینجا یک اتاق هتل رزرو کنم؟	d4613aa0f59978cfc085bd0578f9db982904d4237918bb5840ce5361e3407d0f	fa	grammar-or-spelling
چه تعداد دانش آموز آنجا در این مدرسه هستند؟	eb1aac95044fbfe7a962e304e4f7ef080098643a09197c3ec17d444c8c48d8ce	fa	grammar-or-spelling
رو مادر مبارک!	083e7177beb86f2f1af74af4de62def0051e97451730909874f43131b1fe56c5	fa	grammar-or-spelling
از کجا می توانم هیچ کتاب کودکانی پیدا کنم؟	12534acf565990a7e3e0efa04469a646e55be677eeee3c1187b33b96c54b0c92	fa	grammar-or-spelling
او دوربین است.	3c126f32d5c9b2b00e350b0ca3c1739addd463995e21980561e3f9f77cea81f1	fa	grammar-or-spelling
خوب، بیا آن را فراموش کنیم.	3753131c72e7f79c1a20f877127a1d44c243808fe532998d10e07a5795674373	fa	grammar-or-spelling
بله، من یک نوزاد دارم دارم.	39cfac472873e7f44fd064c41bc515bda0f6a070d4c92ee52df7434512dcca20	fa	grammar-or-spelling
هزینه ورودی وجود دارد؟	3cb24ca905c200d524701932bef214e9b7952fe550a5584b791bfe02445e1412	fa	grammar-or-spelling
اوه خدا، چه بهم ریختگی!	2edf0a56a7943ef9310918331c63afa439601ce8e92a4d603d8e25bf7b4c75c2	fa	grammar-or-spelling
این ولین بار تو اینجا است؟	6183e4f198bea9738e300dd8126a1200417251d865dff3dc72adde98f4b71f3a	fa	grammar-or-spelling
هیچ چیز دیگری، متشکرم.	3cef0ac4ce2be7d44981e3cfe6c78afa954863f53e499416f1fa5c1d281d9a07	fa	grammar-or-spelling
به من نشان دهید، لطفا، یک راهنمای سفر.	3f3933147cf980d83c9c7efc4c60c8f789faaff27e8487ecf3eaf939f536feb2	fa	grammar-or-spelling
او دوربین است.	3c126f32d5c9b2b00e350b0ca3c1739addd463995e21980561e3f9f77cea81f1	fa	grammar-or-spelling
هنوز گوشی را نگذارید، لطفا.	7280faeb7f6af58632524ee537ed994102bebac0660218b009ffe513bc0f6b83	fa	grammar-or-spelling
می خواهمم چند آنتی بیوتیک برایتان تجویز کنم.	0769c349caa864323de325b3c3cf4047ef727b7107f51801b23a3001ea5b997c	fa	grammar-or-spelling
می خواهمم چند آنتی بیوتیک برایتان تجویز کنم.	0769c349caa864323de325b3c3cf4047ef727b7107f51801b23a3001ea5b997c	fa	grammar-or-spelling
من یک دسته مگنولیا می خواهم.	cc04616d55b740f156223085316cbb3fb60295136fa4bacd2019a385326ec954	fa	difficult-pronounce
بله، من یک نوزاد دارم دارم.	39cfac472873e7f44fd064c41bc515bda0f6a070d4c92ee52df7434512dcca20	fa	grammar-or-spelling
امیدوارم اقامت لذت بخشی داشتید.	c362db523a38a1d0db1ce004b78077a14ad22f3c53e0987a650d36e35cd746d7	fa	grammar-or-spelling
او کمی بسکویت جو می خواهد.	86bd320c6d62d6b193d98add8b8be1a76cd9220cad3277acd63f70409ee92664	fa	grammar-or-spelling
بله، من یک نوزاد دارم دارم.	39cfac472873e7f44fd064c41bc515bda0f6a070d4c92ee52df7434512dcca20	fa	grammar-or-spelling
این ولین بار تو اینجا است؟	6183e4f198bea9738e300dd8126a1200417251d865dff3dc72adde98f4b71f3a	fa	grammar-or-spelling
او کمی بسکویت جو می خواهد.	86bd320c6d62d6b193d98add8b8be1a76cd9220cad3277acd63f70409ee92664	fa	grammar-or-spelling
این ولین بار تو اینجا است؟	6183e4f198bea9738e300dd8126a1200417251d865dff3dc72adde98f4b71f3a	fa	grammar-or-spelling
کالاهای برای اعلام کردن	e275347ae043cc261754973c4023cb831367a6275f64639c3a68a68ccc68c75d	fa	grammar-or-spelling
مطمیئنم شما والدین فوق العاده ای خواهید بود.	9e8d2a0c6e98ec9814cb17249e5779f25c2f103624767f2d467b72ae275e0a16	fa	grammar-or-spelling
مطمیئنم شما والدین فوق العاده ای خواهید بود.	9e8d2a0c6e98ec9814cb17249e5779f25c2f103624767f2d467b72ae275e0a16	fa	offensive-language
مطمیئنم شما والدین فوق العاده ای خواهید بود.	9e8d2a0c6e98ec9814cb17249e5779f25c2f103624767f2d467b72ae275e0a16	fa	grammar-or-spelling
